#Bin     	state   	CS(bin)
chr2_1354	Active  	1.05315
chr3_2011	Polycomb_like	1.12031
chr5_3413	Active  	0.920658
chr4_2796	Active  	1.09895
chr1_289 	Active  	1.08072
chr2_1355	Active  	1.0681
chr3_2012	Active  	1.10511
chr5_3414	Heterochromatin	1.22599
chr4_2797	Active  	1.11201
chr1_290 	not-assigned	0.964354
chr2_1356	Active  	1.0741
chr3_2013	Active  	1.06331
chr5_3415	Heterochromatin	1.37975
chr4_2798	Active  	1.10708
chr2_1357	Active  	1.09568
chr1_291 	Active  	1.0665
chr3_2014	Active  	1.0379
chr5_3416	Active  	0.995789
chr4_2799	Active  	1.09103
chr2_1358	not-assigned	1.01808
chr1_292 	Active  	
chr5_3417	Active  	1.06835
chr3_2015	Polycomb_like	1.11214
chr4_2800	Active  	1.05701
chr2_1359	Active  	1.07612
chr1_293 	Active  	
chr5_3418	Active  	1.07679
chr3_2016	Active  	1.08256
chr4_2801	Active  	1.06838
chr2_1360	Active  	1.01637
chr5_3419	Heterochromatin	1.02796
chr3_2017	Active  	1.07839
chr1_294 	Active  	1.09535
chr4_2802	Active  	1.09378
chr5_3420	not-assigned	1.08062
chr2_1361	Active  	1.00259
chr3_2018	Active  	1.03998
chr1_295 	Polycomb_like	0.845719
chr4_2803	Active  	1.10093
chr5_3421	Heterochromatin	1.72025
chr2_1362	Active  	1.04561
chr3_2019	Active  	1.03484
chr1_296 	Active  	1.11656
chr4_2804	Active  	0.974901
chr3_2020	Active  	1.11195
chr5_3422	Heterochromatin	1.51507
chr2_1363	Active  	1.0382
chr1_297 	Active  	1.14354
chr4_2805	Heterochromatin	1.33106
chr5_3423	not-assigned	1.08676
chr2_1364	Active  	1.03127
chr3_2021	Active  	1.04136
chr1_298 	Active  	1.13894
chr4_2806	Active  	1.03424
chr5_3424	Heterochromatin	1.68694
chr2_1365	Polycomb_like	1.42884
chr3_2022	Active  	1.06613
chr1_299 	Active  	1.14409
chr4_2807	Active  	1.0901
chr5_3425	Active  	0.916864
chr2_1366	Active  	0.991654
chr3_2023	Polycomb_like	1.39478
chr1_300 	Active  	1.10984
chr4_2808	Active  	1.10447
chr5_3426	Heterochromatin	1.84142
chr2_1367	Active  	1.02089
chr3_2024	Polycomb_like	1.43262
chr1_301 	not-assigned	0.88545
chr4_2809	Active  	1.08551
chr5_3427	Heterochromatin	1.59969
chr2_1368	Heterochromatin	1.01574
chr3_2025	Polycomb_like	1.50092
chr4_2810	not-assigned	0.969594
chr1_302 	Active  	1.09775
chr5_3428	Heterochromatin	1.36941
chr2_1369	Active  	0.951721
chr3_2026	not-assigned	1.15011
chr4_2811	not-assigned	1.14197
chr1_303 	Polycomb_like	1.03208
chr5_3429	Heterochromatin	1.42205
chr2_1370	Active  	1.02251
chr3_2027	Active  	1.019
chr4_2812	Polycomb_like	1.45585
chr1_304 	Polycomb_like	1.1247
chr5_3430	Heterochromatin	1.77798
chr2_1371	Polycomb_like	1.27178
chr3_2028	Active  	0.991257
chr4_2813	Active  	1.04084
chr1_305 	Active  	1.0833
chr5_3431	Heterochromatin	2.05655
chr2_1372	Active  	1.04691
chr3_2029	Polycomb_like	1.34113
chr4_2814	Polycomb_like	1.23491
chr1_306 	Active  	1.10538
chr5_3432	Heterochromatin	2.03909
chr3_2030	Active  	1.07311
chr2_1373	Active  	1.06071
chr4_2815	Active  	1.045
chr1_307 	Active  	1.0404
chr5_3433	Heterochromatin	1.24015
chr2_1374	Active  	1.04402
chr3_2031	Active  	1.07436
chr4_2816	Active  	1.03653
chr1_308 	Active  	1.07102
chr5_3434	Heterochromatin	1.69789
chr2_1375	Polycomb_like	1.09205
chr3_2032	Active  	0.940063
chr4_2817	not-assigned	1.14139
chr1_309 	Active  	1.0675
chr5_3435	Heterochromatin	1.73175
chr2_1376	Active  	1.104
chr3_2033	Active  	0.984112
chr4_2818	Polycomb_like	1.16178
chr1_310 	Active  	1.09388
chr5_3436	not-assigned	0.925048
chr2_1377	Active  	1.04382
chr3_2034	Active  	1.02793
chr4_2819	Active  	1.04622
chr1_311 	Active  	1.09878
chr5_3437	Heterochromatin	1.89616
chr2_1378	Active  	1.09045
chr3_2035	Active  	1.02535
chr4_2820	Active  	1.04226
chr5_3438	Active  	0.925211
chr1_312 	Polycomb_like	1.05416
chr2_1379	Active  	1.08927
chr3_2036	Active  	1.03916
chr4_2821	Active  	1.0043
chr5_3439	Heterochromatin	2.27448
chr2_1380	Active  	1.0858
chr3_2037	Active  	1.0451
chr1_313 	Active  	1.11869
chr4_2822	Polycomb_like	1.35797
chr5_3440	Heterochromatin	2.141
chr3_2038	Active  	1.0401
chr2_1381	Polycomb_like	1.01047
chr1_314 	Active  	1.12415
chr4_2823	Polycomb_like	1.61621
chr5_3441	Heterochromatin	1.87948
chr3_2039	Active  	1.01739
chr2_1382	Active  	1.10164
chr1_315 	Active  	1.11345
chr4_2824	Active  	1.01869
chr5_3442	Heterochromatin	2.32214
chr3_2040	Heterochromatin	0.956802
chr2_1383	Active  	1.11432
chr1_316 	Active  	1.15848
chr4_2825	Active  	1.05894
chr5_3443	Heterochromatin	2.6842
chr2_1384	Active  	1.10826
chr3_2041	Active  	1.02419
chr4_2826	not-assigned	0.969656
chr1_317 	Active  	1.12166
chr5_3444	Heterochromatin	2.62499
chr4_2827	Active  	1.05355
chr3_2042	Active  	1.0469
chr2_1385	Active  	1.12497
chr1_318 	Active  	1.07502
chr5_3445	Heterochromatin	2.71992
chr4_2828	Active  	1.00917
chr2_1386	Active  	1.12005
chr3_2043	Active  	1.05323
chr1_319 	Heterochromatin	0.948926
chr5_3446	Heterochromatin	2.91996
chr2_1387	Active  	1.10059
chr4_2829	Active  	1.06205
chr3_2044	Heterochromatin	0.885704
chr1_320 	Polycomb_like	1.11511
chr5_3447	Heterochromatin	2.79945
chr2_1388	Active  	1.09719
chr4_2830	Active  	1.0937
chr3_2045	Polycomb_like	1.32662
chr1_321 	Active  	1.08038
chr5_3448	Heterochromatin	2.84676
chr2_1389	Polycomb_like	1.04804
chr4_2831	Active  	1.05956
chr3_2046	Active  	1.00849
chr1_322 	Heterochromatin	0.656275
chr5_3449	not-assigned	0.938761
chr2_1390	Active  	1.09894
chr4_2832	Active  	1.02476
chr3_2047	Active  	1.09139
chr5_3450	Heterochromatin	2.43985
chr1_323 	Active  	1.07034
chr2_1391	Active  	1.12313
chr3_2048	Active  	1.01377
chr4_2833	Active  	1.00255
chr5_3451	Heterochromatin	2.70973
chr1_324 	Active  	1.0919
chr2_1392	Active  	1.07372
chr3_2049	Heterochromatin	1.32486
chr4_2834	Active  	1.08735
chr5_3452	Heterochromatin	2.48293
chr1_325 	not-assigned	1.01241
chr2_1393	Active  	1.06329
chr3_2050	Heterochromatin	1.3047
chr4_2835	Active  	1.08886
chr5_3453	Heterochromatin	2.13753
chr2_1394	Active  	1.07278
chr1_326 	Active  	1.03967
chr3_2051	Heterochromatin	0.92937
chr4_2836	Active  	1.06865
chr5_3454	Heterochromatin	2.58935
chr2_1395	not-assigned	0.91178
chr1_327 	Active  	1.06156
chr4_2837	Active  	1.04927
chr3_2052	Heterochromatin	1.3995
chr5_3455	Heterochromatin	2.63809
chr2_1396	Active  	1.07924
chr1_328 	Active  	1.07058
chr4_2838	Active  	1.08959
chr3_2053	not-assigned	1.06341
chr5_3456	Heterochromatin	2.69314
chr2_1397	Active  	1.08537
chr4_2839	Active  	1.09115
chr1_329 	Active  	1.0782
chr3_2054	Heterochromatin	1.20306
chr5_3457	Heterochromatin	2.55085
chr2_1398	Active  	1.06868
chr4_2840	Active  	1.06725
chr1_330 	Polycomb_like	1.27023
chr3_2055	Heterochromatin	1.14268
chr5_3458	Heterochromatin	2.58801
chr2_1399	Active  	1.07789
chr4_2841	Active  	1.09503
chr3_2056	Heterochromatin	1.03476
chr1_331 	not-assigned	1.0344
chr5_3459	Heterochromatin	2.52827
chr2_1400	Active  	1.06245
chr3_2057	Heterochromatin	1.39097
chr4_2842	Active  	1.07839
chr1_332 	Active  	1.10641
chr5_3460	Heterochromatin	2.32938
chr2_1401	Active  	1.01323
chr4_2843	Polycomb_like	1.50501
chr3_2058	Heterochromatin	1.06307
chr1_333 	not-assigned	1.01662
chr5_3461	Heterochromatin	1.68242
chr2_1402	Active  	1.04669
chr3_2059	Heterochromatin	1.27059
chr4_2844	Active  	0.970066
chr5_3462	Heterochromatin	2.69159
chr1_334 	Active  	1.07905
chr2_1403	Active  	1.0395
chr4_2845	not-assigned	1.03274
chr3_2060	not-assigned	1.0377
chr5_3463	Heterochromatin	3.03754
chr1_335 	Active  	1.07322
chr2_1404	Active  	1.06377
chr4_2846	Active  	1.08635
chr3_2061	Heterochromatin	1.45507
chr5_3464	Heterochromatin	4.27252
chr1_336 	not-assigned	1.0433
chr2_1405	Active  	1.06648
chr4_2847	Active  	1.03993
chr3_2062	Heterochromatin	1.28191
chr5_3465	Heterochromatin	4.1046
chr1_337 	Active  	0.988883
chr2_1406	Active  	1.09287
chr4_2848	Polycomb_like	1.44703
chr3_2063	not-assigned	1.06636
chr5_3466	Heterochromatin	3.72426
chr1_338 	Polycomb_like	1.39118
chr2_1407	Active  	1.08237
chr4_2849	Active  	1.01594
chr3_2064	Active  	0.914568
chr5_3467	Heterochromatin	3.24139
chr1_339 	Active  	1.02768
chr2_1408	Active  	1.09423
chr4_2850	Active  	1.05618
chr3_2065	Active  	1.00453
chr5_3468	Heterochromatin	3.03072
chr1_340 	Active  	1.04326
chr2_1409	Active  	1.10532
chr4_2851	Polycomb_like	1.11684
chr3_2066	Active  	0.862852
chr5_3469	Heterochromatin	3.29205
chr1_341 	Active  	1.07562
chr2_1410	Active  	1.10943
chr4_2852	Active  	1.09452
chr3_2067	Heterochromatin	1.51388
chr5_3470	Heterochromatin	3.12476
chr2_1411	Undetermined	1.04385
chr1_342 	Active  	1.13243
chr4_2853	Active  	1.09972
chr3_2068	Active  	0.88687
chr5_3471	Heterochromatin	2.98385
chr2_1412	Active  	1.0746
chr1_343 	Active  	1.11016
chr4_2854	Active  	1.09589
chr3_2069	Heterochromatin	1.42165
chr5_3472	Heterochromatin	3.51102
chr2_1413	Active  	1.08498
chr4_2855	Active  	1.09261
chr1_344 	Active  	1.06141
chr3_2070	not-assigned	1.0124
chr5_3473	Heterochromatin	2.8584
chr4_2856	Active  	1.10899
chr2_1414	Active  	1.07974
chr3_2071	Active  	0.989107
chr1_345 	Active  	1.06764
chr5_3474	Heterochromatin	3.3564
chr4_2857	Active  	1.05263
chr2_1415	Active  	1.0636
chr1_346 	Active  	1.0465
chr3_2072	Heterochromatin	1.72781
chr5_3475	Heterochromatin	3.20794
chr2_1416	Active  	1.06234
chr4_2858	Active  	1.05951
chr1_347 	Active  	1.06866
chr3_2073	Heterochromatin	1.91011
chr5_3476	Heterochromatin	2.09588
chr2_1417	Undetermined	1.00751
chr4_2859	Active  	1.07055
chr3_2074	Heterochromatin	1.95222
chr1_348 	Active  	1.09092
chr5_3477	Heterochromatin	2.17795
chr4_2860	Polycomb_like	1.37216
chr2_1418	not-assigned	0.894772
chr3_2075	Heterochromatin	1.51602
chr1_349 	Active  	1.12913
chr5_3478	Heterochromatin	2.61604
chr2_1419	Active  	1.09511
chr4_2861	Polycomb_like	1.28382
chr3_2076	Heterochromatin	1.45308
chr5_3479	Heterochromatin	2.74952
chr1_350 	Active  	1.09543
chr2_1420	Active  	1.08684
chr4_2862	Active  	1.0634
chr3_2077	Heterochromatin	2.00506
chr5_3480	Heterochromatin	2.4133
chr1_351 	Active  	1.03675
chr2_1421	not-assigned	1.01634
chr4_2863	Active  	1.01725
chr3_2078	Heterochromatin	2.32255
chr5_3481	Heterochromatin	2.59868
chr1_352 	Active  	1.04758
chr2_1422	Active  	1.09664
chr4_2864	Active  	1.06941
chr3_2079	Heterochromatin	2.26368
chr5_3482	Heterochromatin	2.40185
chr1_353 	Polycomb_like	1.30152
chr4_2865	Polycomb_like	1.0561
chr2_1423	Active  	1.02542
chr3_2080	Heterochromatin	2.79998
chr5_3483	Heterochromatin	2.42302
chr1_354 	Active  	1.08884
chr4_2866	Active  	1.12973
chr2_1424	Active  	1.02509
chr3_2081	Heterochromatin	2.21262
chr5_3484	Heterochromatin	2.56793
chr1_355 	Active  	1.09726
chr4_2867	Active  	1.13003
chr2_1425	Active  	1.02325
chr3_2082	Heterochromatin	2.1734
chr5_3485	Heterochromatin	2.7882
chr1_356 	Active  	1.12561
chr4_2868	Active  	1.13133
chr2_1426	Active  	1.02999
chr5_3486	Heterochromatin	2.68505
chr3_2083	Heterochromatin	1.71911
chr1_357 	Active  	1.14247
chr4_2869	Active  	1.12246
chr2_1427	Polycomb_like	1.16725
chr5_3487	Heterochromatin	2.55584
chr3_2084	Heterochromatin	1.82973
chr1_358 	not-assigned	0.943911
chr4_2870	Undetermined	0.971351
chr2_1428	Active  	1.04396
chr5_3488	Heterochromatin	2.57883
chr3_2085	Heterochromatin	2.12927
chr1_359 	Active  	1.12031
chr4_2871	Active  	1.11893
chr2_1429	Active  	0.996976
chr5_3489	Heterochromatin	2.4941
chr3_2086	Heterochromatin	1.81669
chr1_360 	Active  	1.12998
chr4_2872	Active  	1.14443
chr2_1430	Polycomb_like	1.48169
chr5_3490	Heterochromatin	2.40574
chr3_2087	Heterochromatin	1.30009
chr4_2873	Active  	1.14609
chr1_361 	Active  	1.11494
chr2_1431	Active  	1.03507
chr5_3491	Heterochromatin	2.28228
chr3_2088	Heterochromatin	1.75182
chr4_2874	Active  	1.13685
chr1_362 	Active  	1.03046
chr2_1432	not-assigned	1.00484
chr3_2089	Heterochromatin	1.87365
chr5_3492	Active  	0.948529
chr4_2875	Active  	1.11592
chr2_1433	Active  	1.05622
chr1_363 	Active  	1.0145
chr3_2090	Heterochromatin	1.71574
chr5_3493	Heterochromatin	1.27573
chr4_2876	Active  	1.11934
chr2_1434	Active  	1.07628
chr3_2091	Heterochromatin	1.60975
chr5_3494	Heterochromatin	1.71429
chr1_364 	Polycomb_like	1.28155
chr4_2877	Active  	1.11459
chr2_1435	Active  	1.10418
chr3_2092	Heterochromatin	2.02726
chr5_3495	Heterochromatin	2.2112
chr1_365 	Active  	1.03464
chr4_2878	Active  	1.13509
chr2_1436	Active  	1.10352
chr5_3496	Heterochromatin	1.90255
chr3_2093	Heterochromatin	1.96093
chr1_366 	Active  	0.999748
chr4_2879	Active  	1.15252
chr2_1437	Active  	1.12187
chr5_3497	Heterochromatin	2.45818
chr3_2094	Heterochromatin	2.01106
chr1_367 	Polycomb_like	1.49584
chr4_2880	Active  	1.14658
chr5_3498	Heterochromatin	2.47139
chr2_1438	Active  	1.05819
chr3_2095	Heterochromatin	2.53587
chr1_368 	Active  	0.971529
chr4_2881	Active  	1.13973
chr5_3499	Heterochromatin	2.52556
chr2_1439	Polycomb_like	1.34056
chr3_2096	Heterochromatin	2.51597
chr1_369 	Active  	0.966943
chr4_2882	Active  	1.13659
chr5_3500	Heterochromatin	
chr2_1440	Active  	1.03146
chr3_2097	Heterochromatin	2.5587
chr1_370 	Active  	1.04081
chr4_2883	Active  	1.14479
chr5_3501	Active  	
chr2_1441	Active  	1.07178
chr3_2098	Heterochromatin	2.12688
chr1_371 	Active  	1.06946
chr4_2884	Active  	1.13387
chr5_3502	Active  	
chr2_1442	Active  	1.11072
chr3_2099	Heterochromatin	2.15241
chr1_372 	Active  	1.04612
chr4_2885	Active  	1.12782
chr5_3503	not-assigned	0.956973
chr2_1443	Active  	1.09508
chr3_2100	Heterochromatin	2.17339
chr1_373 	Active  	1.10468
chr4_2886	Active  	1.13306
chr5_3504	Heterochromatin	2.51611
chr2_1444	Active  	1.10352
chr3_2101	Active  	0.786314
chr4_2887	Active  	1.1292
chr1_374 	Active  	1.09751
chr5_3505	Heterochromatin	2.51446
chr2_1445	Active  	1.07993
chr3_2102	Heterochromatin	2.22391
chr4_2888	Active  	1.12928
chr1_375 	Active  	1.09858
chr5_3506	Heterochromatin	2.18317
chr2_1446	Active  	1.08689
chr3_2103	Heterochromatin	2.3249
chr4_2889	Active  	1.14043
chr1_376 	Active  	1.05606
chr5_3507	Heterochromatin	2.51741
chr2_1447	Undetermined	0.93514
chr3_2104	Heterochromatin	2.36125
chr4_2890	Active  	1.1511
chr5_3508	Heterochromatin	2.61344
chr1_377 	Active  	1.0547
chr2_1448	Active  	1.12151
chr3_2105	Heterochromatin	2.41714
chr4_2891	Active  	1.12149
chr5_3509	Heterochromatin	1.94839
chr1_378 	not-assigned	1.08102
chr2_1449	Active  	1.06738
chr3_2106	Heterochromatin	1.97166
chr4_2892	Active  	1.12289
chr5_3510	not-assigned	0.974669
chr1_379 	Active  	1.04987
chr2_1450	Polycomb_like	1.29952
chr3_2107	Heterochromatin	1.83726
chr4_2893	Active  	1.13243
chr5_3511	Heterochromatin	2.02423
chr1_380 	Active  	1.10445
chr2_1451	Active  	1.05252
chr3_2108	Heterochromatin	2.41986
chr4_2894	Active  	1.1359
chr5_3512	Heterochromatin	2.34829
chr1_381 	Active  	1.10188
chr2_1452	not-assigned	0.999035
chr3_2109	Heterochromatin	2.47154
chr4_2895	Active  	1.12021
chr5_3513	Heterochromatin	2.20668
chr1_382 	Active  	1.06794
chr2_1453	Active  	1.08169
chr3_2110	Heterochromatin	2.27184
chr4_2896	Active  	1.09936
chr5_3514	Heterochromatin	1.8873
chr2_1454	Active  	1.10189
chr1_383 	Heterochromatin	1.00572
chr3_2111	Heterochromatin	2.84407
chr4_2897	Active  	1.07649
chr5_3515	Active  	0.862509
chr2_1455	Active  	1.07678
chr1_384 	Active  	1.09014
chr3_2112	Heterochromatin	2.3092
chr4_2898	Polycomb_like	0.911864
chr5_3516	Heterochromatin	2.23354
chr2_1456	not-assigned	0.995595
chr1_385 	Active  	1.10607
chr4_2899	not-assigned	0.927641
chr3_2113	Heterochromatin	2.01118
chr5_3517	Heterochromatin	2.22366
chr2_1457	Active  	1.05526
chr1_386 	Active  	1.10441
chr3_2114	Heterochromatin	2.24051
chr4_2900	Active  	1.15363
chr5_3518	Heterochromatin	1.95107
chr2_1458	Active  	1.09757
chr3_2115	Active  	0.793898
chr1_387 	Active  	1.10151
chr4_2901	Active  	1.14697
chr5_3519	Active  	0.928285
chr2_1459	Active  	1.09318
chr3_2116	Heterochromatin	2.1487
chr4_2902	Active  	1.14923
chr1_388 	Active  	1.09481
chr5_3520	Heterochromatin	1.76477
chr2_1460	Active  	1.10339
chr3_2117	Heterochromatin	2.42231
chr4_2903	Active  	1.14096
chr1_389 	Active  	1.1012
chr5_3521	Active  	0.983138
chr3_2118	Heterochromatin	2.56044
chr2_1461	Active  	1.11122
chr4_2904	Active  	1.14368
chr1_390 	Active  	1.05719
chr5_3522	Active  	0.878628
chr3_2119	Heterochromatin	2.6179
chr2_1462	Active  	1.09791
chr4_2905	Active  	1.13408
chr1_391 	Active  	1.08912
chr5_3523	Active  	0.988246
chr3_2120	Heterochromatin	2.32154
chr2_1463	not-assigned	0.928846
chr4_2906	Active  	1.12073
chr5_3524	Active  	0.912899
chr1_392 	Active  	1.09684
chr3_2121	Heterochromatin	1.63985
chr2_1464	Active  	1.10959
chr4_2907	Active  	1.10842
chr5_3525	Heterochromatin	1.53525
chr1_393 	Active  	1.09128
chr3_2122	Heterochromatin	2.20019
chr2_1465	Active  	1.09223
chr4_2908	Active  	1.0916
chr5_3526	not-assigned	1.09443
chr1_394 	Active  	1.07882
chr3_2123	Heterochromatin	2.40231
chr4_2909	Active  	1.13831
chr2_1466	Active  	1.06457
chr5_3527	Active  	1.02149
chr1_395 	Active  	1.03384
chr3_2124	Heterochromatin	3.7345
chr4_2910	Active  	1.13593
chr2_1467	Active  	1.05023
chr5_3528	Heterochromatin	1.00772
chr1_396 	Heterochromatin	1.04293
chr3_2125	Heterochromatin	3.41676
chr4_2911	Active  	1.15084
chr2_1468	Undetermined	0.946319
chr5_3529	Active  	1.01719
chr1_397 	Active  	1.06164
chr3_2126	Heterochromatin	2.73145
chr4_2912	Active  	1.13598
chr2_1469	Active  	1.13496
chr5_3530	Heterochromatin	1.11698
chr1_398 	not-assigned	1.06602
chr3_2127	Heterochromatin	2.87996
chr2_1470	Active  	1.12582
chr4_2913	Active  	1.13422
chr5_3531	Heterochromatin	1.02334
chr3_2128	Heterochromatin	2.32779
chr1_399 	Polycomb_like	1.42042
chr4_2914	Active  	1.15357
chr2_1471	Active  	1.10923
chr5_3532	Active  	1.03082
chr3_2129	Heterochromatin	2.38317
chr1_400 	Active  	1.03858
chr4_2915	Active  	1.15202
chr2_1472	Active  	1.08656
chr5_3533	Heterochromatin	1.11704
chr3_2130	Heterochromatin	2.42105
chr4_2916	Active  	1.13867
chr1_401 	Active  	1.06391
chr2_1473	Active  	1.11366
chr5_3534	Active  	0.962524
chr3_2131	Heterochromatin	2.40741
chr4_2917	Active  	1.12988
chr1_402 	Active  	1.08231
chr5_3535	Heterochromatin	0.797845
chr2_1474	Active  	1.11218
chr3_2132	Heterochromatin	2.49789
chr4_2918	Active  	1.12791
chr5_3536	Active  	1.02164
chr2_1475	Active  	1.11728
chr1_403 	Active  	1.08081
chr3_2133	Heterochromatin	2.65422
chr4_2919	Active  	1.12933
chr5_3537	Active  	1.07521
chr2_1476	Active  	1.09034
chr1_404 	Active  	1.05076
chr3_2134	Heterochromatin	2.48504
chr5_3538	Heterochromatin	0.819978
chr4_2920	Active  	1.15092
chr2_1477	Active  	1.11572
chr1_405 	Active  	1.06314
chr3_2135	Heterochromatin	2.51649
chr5_3539	Heterochromatin	0.829769
chr4_2921	Active  	1.13289
chr2_1478	Active  	1.08784
chr1_406 	Active  	1.06173
chr3_2136	Heterochromatin	2.66434
chr5_3540	not-assigned	1.06072
chr4_2922	Active  	1.11308
chr2_1479	Polycomb_like	1.07952
chr1_407 	Polycomb_like	1.38919
chr3_2137	Heterochromatin	2.62309
chr5_3541	Active  	0.993866
chr2_1480	Active  	1.09473
chr4_2923	not-assigned	0.940501
chr1_408 	Polycomb_like	1.46333
chr3_2138	Heterochromatin	2.54551
chr5_3542	Active  	0.988697
chr2_1481	Active  	1.12103
chr4_2924	Active  	1.11558
chr1_409 	Polycomb_like	1.69274
chr3_2139	Heterochromatin	2.49419
chr5_3543	Heterochromatin	0.936475
chr4_2925	Active  	1.12876
chr2_1482	Active  	1.0967
chr1_410 	Polycomb_like	1.75546
chr3_2140	Heterochromatin	2.08547
chr5_3544	Active  	1.00266
chr4_2926	Active  	1.09548
chr2_1483	Active  	1.10688
chr1_411 	Active  	1.0212
chr3_2141	Heterochromatin	1.58986
chr5_3545	Active  	0.987802
chr4_2927	Active  	1.10383
chr2_1484	Active  	1.07718
chr1_412 	Active  	1.01284
chr5_3546	Heterochromatin	1.56507
chr3_2142	Heterochromatin	2.01204
chr4_2928	Polycomb_like	1.02065
chr2_1485	Active  	1.11475
chr1_413 	not-assigned	1.16546
chr5_3547	Active  	0.936699
chr3_2143	not-assigned	0.844077
chr2_1486	Active  	1.13378
chr4_2929	Active  	1.07409
chr1_414 	Active  	1.05199
chr5_3548	Polycomb_like	1.21096
chr3_2144	Heterochromatin	2.28136
chr2_1487	Active  	1.13256
chr4_2930	Active  	1.09221
chr5_3549	Heterochromatin	0.956096
chr1_415 	Active  	1.084
chr3_2145	Heterochromatin	2.23085
chr2_1488	Active  	1.13208
chr4_2931	Active  	1.1079
chr5_3550	Active  	0.967041
chr1_416 	Active  	1.03434
chr3_2146	Heterochromatin	1.50394
chr2_1489	Active  	1.12007
chr4_2932	Active  	1.11422
chr5_3551	Active  	
chr1_417 	Active  	1.0261
chr3_2147	Heterochromatin	1.76411
chr2_1490	Active  	1.10344
chr4_2933	Active  	1.11522
chr5_3552	not-assigned	
chr3_2148	Heterochromatin	1.7789
chr1_418 	Active  	1.02066
chr2_1491	Active  	1.08181
chr4_2934	Active  	1.09887
chr5_3553	Active  	
chr3_2149	Active  	0.905208
chr1_419 	Heterochromatin	0.93396
chr2_1492	Active  	1.08544
chr4_2935	Active  	1.10292
chr5_3554	Undetermined	
chr3_2150	Heterochromatin	2.21036
chr1_420 	Polycomb_like	1.38168
chr2_1493	Active  	1.03343
chr4_2936	Active  	1.10759
chr5_3555	Undetermined	
chr3_2151	Heterochromatin	2.31058
chr4_2937	Active  	1.09722
chr2_1494	Active  	1.06344
chr1_421 	Active  	1.02742
chr5_3556	Undetermined	
chr3_2152	Heterochromatin	2.44598
chr4_2938	Active  	1.10253
chr2_1495	Active  	1.04201
chr1_422 	Heterochromatin	0.893332
chr5_3557	not-assigned	
chr3_2153	Heterochromatin	2.46893
chr2_1496	Active  	1.0787
chr4_2939	Active  	1.12675
chr1_423 	Polycomb_like	1.33944
chr5_3558	not-assigned	1.11979
chr3_2154	Heterochromatin	2.49866
chr4_2940	Active  	1.13506
chr2_1497	Active  	1.07715
chr1_424 	Heterochromatin	1.04412
chr5_3559	not-assigned	1.12903
chr3_2155	Heterochromatin	2.43586
chr2_1498	Active  	1.09647
chr4_2941	Active  	1.09542
chr5_3560	Active  	1.0463
chr1_425 	not-assigned	
chr3_2156	Heterochromatin	2.48286
chr2_1499	Active  	1.13867
chr4_2942	Active  	1.10589
chr5_3561	Active  	1.01789
chr1_426 	Undetermined	
chr3_2157	Heterochromatin	2.48606
chr2_1500	Active  	1.11157
chr4_2943	Active  	1.10192
chr5_3562	Active  	0.990692
chr1_427 	Heterochromatin	1.61181
chr3_2158	Heterochromatin	2.27452
chr4_2944	Active  	1.10781
chr2_1501	Active  	1.11337
chr5_3563	Heterochromatin	0.995475
chr1_428 	Heterochromatin	1.00476
chr3_2159	Heterochromatin	2.30075
chr4_2945	Active  	1.10871
chr2_1502	Active  	1.08588
chr5_3564	Polycomb_like	1.42182
chr1_429 	Active  	0.965625
chr3_2160	Heterochromatin	2.13021
chr4_2946	Active  	1.12441
chr2_1503	Active  	1.10343
chr5_3565	Active  	1.02169
chr1_430 	Active  	0.981336
chr4_2947	Active  	1.14376
chr3_2161	Heterochromatin	1.89462
chr2_1504	Active  	1.07659
chr5_3566	not-assigned	1.07242
chr4_2948	Active  	1.14114
chr1_431 	Polycomb_like	1.41994
chr3_2162	Heterochromatin	1.65733
chr2_1505	Active  	1.0657
chr5_3567	Active  	1.04023
chr4_2949	Active  	1.13265
chr3_2163	Heterochromatin	1.34105
chr1_432 	Active  	1.00615
chr2_1506	Active  	1.11532
chr5_3568	Active  	1.03835
chr4_2950	Active  	1.1307
chr3_2164	Heterochromatin	1.46315
chr2_1507	Active  	1.11098
chr1_433 	Heterochromatin	1.02653
chr5_3569	Active  	1.01364
chr4_2951	Active  	1.1356
chr2_1508	Active  	1.10088
chr3_2165	Heterochromatin	1.60318
chr1_434 	Active  	1.05918
chr5_3570	Active  	1.06116
chr4_2952	Active  	1.1475
chr2_1509	Active  	1.11136
chr3_2166	Heterochromatin	1.76299
chr1_435 	Active  	1.0519
chr5_3571	Active  	1.07729
chr4_2953	Active  	1.1314
chr3_2167	Heterochromatin	1.59637
chr2_1510	Active  	1.10319
chr1_436 	Heterochromatin	1.12913
chr5_3572	Polycomb_like	1.3763
chr4_2954	Active  	1.12723
chr3_2168	Heterochromatin	1.71567
chr2_1511	Active  	1.13371
chr1_437 	not-assigned	1.16795
chr5_3573	Active  	1.08209
chr4_2955	Active  	1.1247
chr3_2169	Heterochromatin	1.50463
chr2_1512	Active  	1.12432
chr1_438 	Active  	1.00861
chr5_3574	Active  	1.02475
chr4_2956	Active  	1.13004
chr3_2170	Heterochromatin	1.66542
chr2_1513	Active  	1.1206
chr1_439 	Heterochromatin	1.0559
chr5_3575	Active  	0.997669
chr4_2957	Active  	1.12089
chr3_2171	Heterochromatin	2.09785
chr2_1514	Active  	1.13508
chr1_440 	Active  	1.01106
chr5_3576	not-assigned	1.15754
